=== RUN   TestCSV
    modexpbench_test.go:466: BENCHRUN,8,16,24,32,64,128,256
        1,0.44972940658592425,0.4407006740225514,0.4433552902887924,1.2551867596702866,0.4893087879602462,1.7603759279545728,0.8158865795727079
        1-2adicity1,0.4447884944068109,0.4427738896189863,1.2521318673165005,0.443513178725955,0.48770692347645217,1.7749639439204603,0.18520326592704567
        1-2adicity8,0.4522228716877103,1.231264339698535,1.2569745437049653,0.44030669176134934,1.3938604866476703,0.49610464588538233,0.18676929478281445
        2,1.6205547525021142,2.8839098070659612,4.630858894732771,3.7813591946335827,5.849996636716059,26.902266203432617,12.231440767879471
        2-2adicity1,1.6635534390035693,2.8998465039039427,4.577016451015084,3.743194525982348,5.901396295,28.82729349667538,13.279330510110416
        2-2adicity8,1.4230068088432668,3.773024621492956,4.652651973933988,3.7573907499310724,9.396060085786415,27.909762356887423,26.35052919577504
        3,2.3572830259018027,4.852795709802258,6.95758400206106,9.573428695495826,10.413485381028643,34.55724792411994,18.65788863080703
        3-2adicity1,2.1650318786576817,6.5130033750444305,8.12150667527041,6.5038117230139685,15.249787426099568,32.15142552829368,19.31436740608324
        3-2adicity8,2.549461120152914,5.70726461712341,8.13493327824035,9.713853074608528,15.250173702591752,24.036795096154258,19.377072703421177
        4,2.52299503674591,8.163026852239543,10.251525861102744,12.036516898496929,23.33870548773782,26.371452438275274,16.850096017911895
        4-2adicity1,3.1186964046054957,7.331849221708779,11.370763746089406,12.399585885537334,27.750596414806317,28.381886988205352,20.886030118116814
        4-2adicity8,2.5338376532300693,8.56866614051631,8.971927255950588,13.434381497506159,25.03457894174467,41.81064324242317,21.120965660623867
        5,3.4932224273984933,9.8559199717013,13.396861160360633,11.492403582842067,28.405512541479602,26.129502919980442,15.038736564954146
        5-2adicity1,3.501068665733226,8.914413192989016,12.330913059481581,13.42426986066592,27.511107233488083,36.47574207004276,25.198725108544167
        5-2adicity8,3.4981144765824794,9.861406618202176,13.67208746082144,15.522777817286292,23.952859408643878,20.10520616597311,18.80098663329098
        6,4.707995262126224,8.668094624965585,11.35378243004255,14.367070333873746,24.340803653024942,22.409128958788795,15.516833731312293
        6-2adicity1,7.627425732359219,11.505942437600465,14.628541485614377,17.933399448555626,27.552653773001428,21.62963522811451,16.01564556410791
        6-2adicity8,10.023393353411944,12.107349981973522,15.054386299340708,18.19418627181813,30.898360882527108,21.986060624977704,15.8935032014526
